nces_district_id,epa_high_priority,epa_rural_indicator
0631350,Yes,No
0600064,Yes,No
0631680,Yes,No
0631830,Yes,Yes
0631920,Yes,No
0632250,Yes,No
0632270,Yes,No
0632430,Yes,No
0621450,Yes,No
0632730,Yes,No
0600040,Yes,No
0633210,Yes,No
0633270,Yes,No
0633570,Yes,No
0633720,Yes,Yes
0634050,No,Yes
0634080,Yes,Yes
0634170,Yes,No
0634440,Yes,No
0635070,Yes,No
0635220,Yes,No
0635490,Yes,No
0605580,Yes,No
0635880,No,No
0600159,Yes,Yes
0636210,Yes,No
0636240,Yes,Yes
0636270,Yes,No
0636330,Yes,No
0636360,Yes,No
0636420,No,Yes
0636660,Yes,No
0636810,No,Yes
0636960,Yes,No
0637350,Yes,No
0637470,Yes,Yes
0637590,Yes,Yes
0637620,Yes,No
0637630,Yes,Yes
0637890,Yes,No
0638010,Yes,No
0638040,Yes,No
0638070,Yes,Yes
0638130,Yes,No
0638250,No,No
0638430,Yes,No
0638520,Yes,Yes
0638550,Yes,No
0638700,Yes,No
0638730,Yes,No
0639060,Yes,No
0639180,Yes,No
0639210,Yes,No
0639300,Yes,No
0639600,Yes,No
0639720,Yes,No
0601331,No,Yes
0639750,Yes,Yes
0691044,Not in SIAPE,Yes
0639840,Yes,Yes
0639940,Yes,Yes
0601332,Yes,No
0601442,Yes,No
0640680,No,Yes
0600069,No,No
0641040,Yes,No
0636972,Yes,No
0641130,Yes,No
0641220,Yes,No
0600042,No,No
0641400,Yes,No
0641430,Yes,No
0641460,Yes,No
0601415,Yes,No
0641880,Yes,No
0641980,Yes,No
0642060,Yes,No
0642180,Yes,No
0642210,Yes,No
0642300,Yes,Yes
0642560,Yes,No
0642600,Yes,No
0642630,Yes,No
0642710,Yes,No
0642810,Yes,No
0642900,Yes,No
0642960,Yes,No
0601418,Yes,No
0643170,Yes,No
0602281,Not in SIAPE,Yes
0643380,Yes,No
0643470,Yes,No
6600004,Yes,No
6600002,Yes,No
6600005,Yes,No
6600003,Yes,No
6900002,Yes,No
5900153,Not in SIAPE,Yes
5900061,Not in SIAPE,No
3200030,No,No
3200060,No,No
3200120,No,No
3200150,Yes,Yes
3200180,No,Yes
3200210,No,No
3200240,No,No
3200270,No,Yes
3200330,Yes,No
3200360,Yes,No
3200420,No,Yes
0200050,Yes,Yes
0200010,No,Yes
0200007,No,Yes
0200525,Yes,Yes
0200020,Yes,Yes
0200030,No,Yes
0200730,Yes,Yes
0200800,No,No
0200070,No,Yes
0200060,No,Yes
0200090,No,Yes
0200100,No,Yes
0200770,No,Yes
0200120,No,Yes
0200130,Yes,No
0200270,No,Yes
0200300,Yes,Yes
0200330,Yes,Yes
0200520,Yes,Yes
0200360,Yes,Yes
0200005,Yes,Yes
0200390,No,Yes
0200450,No,Yes
0200760,Yes,Yes
0200485,Yes,Yes
0200001,Yes,Yes
0200003,Yes,Yes
0200540,Yes,Yes
0200610,No,Yes
0200625,Yes,Yes
0200630,No,Yes
0200660,No,Yes
0200670,No,Yes
0200680,Yes,Yes
0200690,No,Yes
0200700,Yes,Yes
0200710,Yes,Yes
0200715,Yes,Yes
0200720,No,Yes
0200780,No,Yes
0200810,No,Yes
0200840,No,Yes
0200775,Yes,Yes
0200862,Yes,No
0200004,Yes,Yes
5900071,Not in SIAPE,Yes
5900097,Not in SIAPE,No
1600150,No,Yes
1600240,No,Yes
1600270,No,No
1600330,No,Yes
1600450,No,No
1600490,No,Yes
1600540,No,Yes
1600570,Yes,Yes
1600630,No,Yes
1600720,No,Yes
1600163,Not in SIAPE,No
1600750,Yes,Yes
1600810,No,Yes
1600840,No,Yes
1600870,Yes,No
1600900,No,Yes
1601170,No,Yes
1601230,No,Yes
1601410,Yes,No
1600192,Not in SIAPE,Yes
1601620,Yes,Yes
1601830,Yes,No
1601900,No,Yes
1600193,Not in SIAPE,Yes
1602030,No,Yes
1602060,No,Yes
1602160,No,Yes
1602280,Yes,No
1602400,No,Yes
1602430,No,Yes
1602490,No,Yes
1602580,Yes,No
1602610,No,Yes
1600815,No,No
1602700,No,Yes
1602730,Yes,Yes
1602760,No,Yes
1602820,No,Yes
1600138,Yes,Yes
1602940,No,Yes
1603030,No,Yes
1603120,No,Yes
1603180,No,Yes
1603210,No,Yes
1603270,No,Yes
1603300,Yes,No
1603400,No,Yes
1600010,No,Yes
5900164,Not in SIAPE,No
4107880,Yes,No
4100990,No,Yes
4101350,Yes,No
4101470,No,Yes
4101500,No,Yes
4101590,No,Yes
4101660,No,No
4101800,Yes,No
4102190,No,Yes
4101740,No,Yes
4102610,No,Yes
4105760,Yes,No
4103330,No,Yes
4103660,Yes,No
4103540,No,Yes
4104020,Yes,Yes
4104170,No,Yes
4104290,No,Yes
4103960,Yes,No
4104380,Yes,Yes
4104590,Yes,Yes
4104620,No,Yes
4105080,No,Yes
4105250,Yes,Yes
4105310,No,Yes
4105640,Yes,No
4105670,No,Yes
4100027,Not in SIAPE,Yes
4102490,Yes,No
4103600,Yes,No
4103630,No,Yes
4106120,Yes,Yes
4106600,Yes,Yes
4100047,No,Yes
4106740,Yes,No
4106750,No,Yes
4106780,No,Yes
4106820,No,Yes
4106870,No,Yes
4106960,No,Yes
4107020,Yes,No
4107080,Yes,No
4107530,Yes,Yes
4100042,Not in SIAPE,Yes
4100034,Not in SIAPE,Yes
4107710,Yes,Yes
4107980,Yes,No
4108280,Yes,No
4108460,Yes,Yes
4100640,Yes,No
4108650,Yes,No
4108700,Yes,Yes
4108820,Yes,No
4100026,Not in SIAPE,Yes
4104350,Yes,Yes
4111400,Yes,Yes
4108940,Yes,Yes
4109120,Yes,No
4109150,Yes,No
4109270,Yes,No
4109430,No,Yes
4109510,No,No
4109690,Yes,Yes
4109720,No,Yes
4109960,No,Yes
4110020,Yes,Yes
4110080,Yes,Yes
4110110,No,Yes
4110200,Yes,No
4110410,Yes,No
4100038,Not in SIAPE,Yes
4110530,Yes,No
4108100,Yes,No
4111250,No,Yes
4105020,No,Yes
4111610,Yes,No
4100021,Yes,Yes
4111640,Yes,Yes
4111910,No,Yes
4106900,Yes,No
4112360,Yes,Yes
4112540,No,Yes
4112690,Yes,Yes
4100014,No,Yes
4112990,No,Yes
4113350,No,No
4113490,Yes,No
4113650,Yes,Yes
5900036,Not in SIAPE,No
5900176,Not in SIAPE,No
5900115,Not in SIAPE,No
5900047,Not in SIAPE,No
5900083,Not in SIAPE,No
5900127,Not in SIAPE,Yes
5900185,Not in SIAPE,No
5900057,Not in SIAPE,No
5300030,Yes,No
5300090,No,Yes
5300300,No,No
5300450,No,Yes
5300510,No,Yes
5300690,No,Yes
5300720,Yes,Yes
5300750,Yes,No
5300840,Yes,Yes
5301260,Yes,Yes
5301320,Yes,No
5301560,Yes,Yes
5301660,Yes,No
5303440,No,Yes
5301830,No,Yes
5301860,No,Yes
5301890,Yes,Yes
5301920,Yes,Yes
5302520,Yes,Yes
5302730,Yes,Yes
5302850,No,No
5303000,No,Yes
5303030,Yes,Yes
5303090,Yes,No
5303130,No,Yes
5303180,Yes,No
5303270,Yes,No
5303360,No,Yes
5303600,No,No
5303660,Yes,No
5300002,Yes,Yes
5303780,Yes,Yes
5303870,Yes,Yes
5304080,No,Yes
5304110,Yes,No
5304150,No,Yes
5307050,Yes,Yes
5304290,Yes,Yes
5304410,Yes,Yes
5304650,Yes,No
5304710,Yes,Yes
5304830,Yes,No
5304860,No,No
5305020,No,Yes
5305190,No,Yes
5305250,No,Yes
5305280,Yes,No
5305520,No,Yes
5305550,Yes,Yes
5305610,Yes,No
5305670,No,No
5305700,Yes,No
5305760,No,No
5305820,No,Yes
5305880,Yes,Yes
5305970,No,Yes
5306000,No,No
5306090,Yes,No
5306120,No,Yes
5306150,No,No
5306220,Yes,No
5306270,Yes,Yes
5306360,Yes,Yes
5306420,Yes,Yes
5306510,Yes,No
5306540,No,Yes
5306600,No,Yes
5306660,No,Yes
5306820,No,No
5301380,Yes,Yes
5307020,Yes,No
5307260,Yes,Yes
5307380,No,Yes
5307530,Yes,Yes
5307620,No,Yes
5307650,No,Yes
5307800,Yes,Yes
5308280,No,Yes
5308310,No,Yes
5308400,Yes,Yes
5308430,No,Yes
5308580,Yes,Yes
5308670,Yes,No
5300328,Not in SIAPE,No
5308730,Yes,Yes
5308790,No,Yes
5308940,Yes,Yes
5308970,Yes,No
5309060,Yes,Yes
5308130,Yes,No
5309240,Yes,Yes
5309480,Yes,No
5309570,No,Yes
5309630,Yes,No
5309750,Yes,Yes
5309840,No,Yes
5309900,No,Yes
5310020,Yes,No
5310110,Yes,No
5310140,No,No
